sequence_uid,sequence_name,dataset,source_split,xml_path,cell_id,generation,parents_id,childs_id,start_spot_id,end_spot_id,start_frame,end_frame,start_t,end_t,lifetime_frames,n_spots,end_reason,cell_uid,is_observed_division
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,20,0,,,19361,19361,3,3,3.0,3.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell20,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,21,0,,,19429,20199,3,41,3.0,41.0,39,39,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell21,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,22,0,,,19449,20211,3,41,3.0,41.0,39,39,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell22,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,23,0,,,19528,19528,9,9,9.0,9.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell23,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,24,0,,,19552,20175,10,41,10.0,41.0,32,32,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell24,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,25,0,,,20237,20237,11,11,11.0,11.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell25,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,26,0,,,19662,19712,17,21,17.0,21.0,5,5,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell26,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,27,0,,,19802,19819,22,23,22.0,23.0,2,2,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell27,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,28,0,,,19835,19835,24,24,24.0,24.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell28,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,29,0,,,19825,19825,25,25,25.0,25.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell29,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,30,0,,,19867,19908,25,26,25.0,26.0,2,2,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell30,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,31,0,,,19870,20186,26,41,26.0,41.0,16,16,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell31,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,32,0,,,19912,19912,28,28,28.0,28.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell32,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,33,0,,,19934,20172,29,41,29.0,41.0,13,13,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell33,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,34,0,,,19939,20022,32,33,32.0,33.0,2,2,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell34,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,35,0,,,20079,20112,35,38,35.0,38.0,4,4,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell35,False
seq0016_HeLa-S3_nuc_pos14_q3_5c,HeLa-S3_nuc_pos14_q3_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos14_q3_5c\HeLa-S3_nuc_pos14_q3_5c_trackmate.xml,36,0,,,20181,20181,41,41,41.0,41.0,1,1,death,seq0016_HeLa-S3_nuc_pos14_q3_5c:cell36,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,0,0,,,20384,21069,0,27,0.0,27.0,28,28,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell0,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,1,0,,,20394,21564,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell1,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,2,0,,,20404,21574,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell2,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,3,0,,,20412,21570,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell3,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,4,0,,,20421,20898,0,19,0.0,19.0,20,20,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell4,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,5,0,,,20430,21592,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell5,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,6,0,,,20438,21595,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell6,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,7,0,,,20448,21015,0,24,0.0,24.0,25,25,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell7,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,8,0,,,20458,21063,0,25,0.0,25.0,26,26,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell8,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,9,0,,,20466,21617,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell9,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,10,0,,,20475,21621,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell10,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,11,0,,,20485,20376,0,8,0.0,8.0,9,9,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell11,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,12,0,,,20493,21624,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell12,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,13,0,,,20497,21612,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell13,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,14,0,,,20505,21632,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell14,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,15,0,,,20511,21637,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell15,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,16,0,,,20516,21645,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell16,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,17,0,,,20522,21641,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell17,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,18,0,,,20531,21650,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell18,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,19,0,,,20535,21654,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell19,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,20,0,,,20539,21659,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell20,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,21,0,,,20542,21671,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell21,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,22,0,,,20545,21664,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell22,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,23,0,,,20548,21669,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell23,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,24,0,,,20551,21676,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell24,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,25,0,,,20554,21680,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell25,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,26,0,,,20557,21685,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell26,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,27,0,,,20559,20491,0,7,0.0,7.0,8,8,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell27,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,28,0,,,20569,21696,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell28,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,29,0,,,20574,21699,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell29,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,30,0,,,20577,21701,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell30,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,31,0,,,20581,21703,0,41,0.0,41.0,42,42,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell31,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,32,0,,,20346,21690,9,41,9.0,41.0,33,33,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell32,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,33,0,,,20590,21598,10,37,10.0,37.0,28,28,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell33,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,34,0,,,20776,21013,20,24,20.0,24.0,5,5,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell34,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,35,0,,,20842,20842,21,21,21.0,21.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell35,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,36,0,,,21050,21050,25,25,25.0,25.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell36,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,37,0,,,21054,21580,25,41,25.0,41.0,17,17,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell37,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,38,0,,,21060,21112,25,27,25.0,27.0,3,3,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell38,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,39,0,,,21066,21066,25,25,25.0,25.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell39,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,40,0,,,21188,21694,25,41,25.0,41.0,17,17,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell40,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,41,0,,,21034,21052,26,28,26.0,28.0,3,3,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell41,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,42,0,,,21036,21036,26,26,26.0,26.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell42,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,43,0,,,21055,21055,26,26,26.0,26.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell43,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,44,0,,,21064,21064,26,26,26.0,26.0,1,1,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell44,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,45,0,,,21068,21607,26,41,26.0,41.0,16,16,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell45,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,46,0,,,21106,21585,27,41,27.0,41.0,15,15,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell46,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,47,0,,,21110,21086,27,28,27.0,28.0,2,2,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell47,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,48,0,,,21115,21088,27,28,27.0,28.0,2,2,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell48,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,49,0,,,21045,21254,28,32,28.0,32.0,5,5,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell49,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,50,0,,,21082,21588,28,41,28.0,41.0,14,14,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell50,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,51,0,,,21091,21599,28,41,28.0,41.0,14,14,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell51,False
seq0017_HeLa-S3_nuc_pos15_q1_5c,HeLa-S3_nuc_pos15_q1_5c,DynamicNuclearNet,train,DynamicNuclearNet\tif_data\train\out\HeLa-S3_nuc_pos15_q1_5c\HeLa-S3_nuc_pos15_q1_5c_trackmate.xml,52,0,,,21126,21603,29,41,29.0,41.0,13,13,death,seq0017_HeLa-S3_nuc_pos15_q1_5c:cell52,False
